area_name,latitude,longitude,total_routes,grade_distribution,type_distribution,bbox,depth,is_leaf,url
Africa,-4.10232006353,15.90518938079,26577,{},"{""Trad"": {""count"": 15, ""pct"": ""36.6%""}, ""Sport"": {""count"": 18, ""pct"": ""43.9%""}, ""Ice"": {""count"": 1, ""pct"": ""2.4%""}, ""Bouldering"": {""count"": 7, ""pct"": ""17.1%""}}","38.6765988,-27.6581187,-41.1761476,63.9678578",0,0,https://www.thecrag.com/en/climbing/africa
Antarctica,-72.7881206,58.8523865,22,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}","{""Alpine"": {""count"": 1, ""pct"": ""50.0%""}, ""Trad"": {""count"": 1, ""pct"": ""50.0%""}}","-60.7346649,-61.4630127,-84.8415763,179.1677857",0,0,https://www.thecrag.com/en/climbing/antarctica
Asia,19.3728425,76.50211705,39560,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1, ""5.15c"": 1}","{""Trad"": {""count"": 7, ""pct"": ""17.5%""}, ""Sport"": {""count"": 21, ""pct"": ""52.5%""}, ""Bouldering"": {""count"": 12, ""pct"": ""30.0%""}}","55.505385,1,-16.7597,152.0042341",0,0,https://www.thecrag.com/en/climbing/asia
Arctic Region,72.08140705,-26.4468395,76,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}","{""Alpine"": {""count"": 1, ""pct"": ""33.3%""}, ""Trad"": {""count"": 1, ""pct"": ""33.3%""}, ""Bouldering"": {""count"": 1, ""pct"": ""33.3%""}}","85.031951,-75.2178977,59.1308631,22.3242187",0,0,https://www.thecrag.com/en/climbing/arctic-region
Central America,18.98363575,-76.1476481,1776,"{""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1}","{""Sport"": {""count"": 8, ""pct"": ""88.9%""}, ""Trad"": {""count"": 1, ""pct"": ""11.1%""}}","27.5993352,-92.3895453,7.0078766,-59.2498106",0,0,https://www.thecrag.com/en/climbing/central-america
Europe,54.69235205,71.92564005,936703,{},"{""Sport"": {""count"": 32, ""pct"": ""47.8%""}, ""Bouldering"": {""count"": 23, ""pct"": ""34.3%""}, ""Trad"": {""count"": 12, ""pct"": ""17.9%""}}","81.9597988,-33.9117516,27.4249053,177.7630317",0,0,https://www.thecrag.com/en/climbing/europe
Middle East,28.60866916405,46.46752598528,9820,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1}","{""Sport"": {""count"": 14, ""pct"": ""73.7%""}, ""Bouldering"": {""count"": 3, ""pct"": ""15.8%""}, ""Trad"": {""count"": 2, ""pct"": ""10.5%""}}","43.579627,23.714,11.3881,63.3527",0,0,https://www.thecrag.com/en/climbing/middle-east
North America,44.78846475,-34.74917675,231993,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1, ""5.15c"": 1}","{""Bouldering"": {""count"": 3, ""pct"": ""50.0%""}, ""Sport"": {""count"": 3, ""pct"": ""50.0%""}}","78.252,-169.8652125,11.3249295,100.366859",0,0,https://www.thecrag.com/en/climbing/north-america
Oceania,-5.23709635,-0.0235209,128975,{},"{""Bouldering"": {""count"": 2, ""pct"": ""28.6%""}, ""Trad"": {""count"": 1, ""pct"": ""14.3%""}, ""Sport"": {""count"": 4, ""pct"": ""57.1%""}}","37.137854,-179.9883336,-47.6120467,179.9412918",0,0,https://www.thecrag.com/en/climbing/oceania
South America,-22.79902775,-8.12748526,34181,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1, ""5.15c"": 1}","{""Sport"": {""count"": 11, ""pct"": ""73.3%""}, ""Bouldering"": {""count"": 2, ""pct"": ""13.3%""}, ""Trad"": {""count"": 2, ""pct"": ""13.3%""}}","13.1002445,-85.0506594,-58.6983,68.79568889",0,0,https://www.thecrag.com/en/climbing/south-america
Western Sahara,24.69689548051,-13.28029111835,0,{},{},"27.6665787,-17.1922648,21.3377341,-8.6586344",1,0,https://www.thecrag.com/en/climbing/africa/area/754569174
Burundi,-3.34820264992,29.91114511793,0,{},{},"-2.3192232,29.0478155,-4.4450441,30.8664301",1,0,https://www.thecrag.com/en/climbing/africa/area/754642875
Comoros,-11.89315781188,43.92573265878,0,{},{},"-11.1069016,42.8917889,-12.7246574,45.0231366",1,0,https://www.thecrag.com/en/climbing/africa/area/754642923
Djibouti,11.77168700119,42.69369241651,0,{},{},"12.7907932,41.7965893,10.9217245,43.6223797",1,0,https://www.thecrag.com/en/climbing/africa/area/754642971
Mauritius,-20.21783840000,57.55973855000,0,{},{},"-19.8054665,57.123032,-20.6302103,57.9964451",1,0,https://www.thecrag.com/en/climbing/africa/area/754647420
Error 404 (Not Found)!!1,,,0,{},{},,1,0,https://www.thecrag.com/en/climbing/africa/area/754647468
La Réunion,-21.14983535,55.5307869,339,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1}","{""Sport"": {""count"": 10, ""pct"": ""83.3%""}, ""Bouldering"": {""count"": 2, ""pct"": ""16.7%""}}","-20.7937798,55.0776009,-21.5058909,55.9839729",1,0,https://www.thecrag.com/en/climbing/africa/area/754647516
Rwanda,-1.99065540907,29.94054216331,52,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}","{""Sport"": {""count"": 3, ""pct"": ""42.9%""}, ""Trad"": {""count"": 4, ""pct"": ""57.1%""}}","-1.0564857,28.866541,-2.8323134,30.8664301",1,0,https://www.thecrag.com/en/climbing/africa/area/11750467
Seychelles,-6.94102218785,50.92365241578,84,{},"{""Bouldering"": {""count"": 4, ""pct"": ""100.0%""}}","-3.1788204,45.5793194,-11.0273843,56.7853741",1,0,https://www.thecrag.com/en/climbing/africa/area/754649058
Error 404 (Not Found)!!1,,,0,{},{},,1,0,https://www.thecrag.com/en/climbing/africa/area/754650096
Benin,9.58997292599,2.34907607856,0,{},{},"12.3872184,0.7868758,6.0691368,3.8053695",1,0,https://www.thecrag.com/en/climbing/africa/area/754603554
Cabo Verde,15.97997220000,-23.99999145000,33,{},"{""Bouldering"": {""count"": 1, ""pct"": ""25.0%""}, ""Sport"": {""count"": 2, ""pct"": ""50.0%""}, ""Alpine"": {""count"": 1, ""pct"": ""25.0%""}}","17.3739689,-25.5820227,14.5859755,-22.4179602",1,0,https://www.thecrag.com/en/climbing/africa/area/754609962
Guinea-Bissau,11.79543012975,-15.35958667583,0,{},{},"12.6755778,-16.8976696,10.7515558,-13.6398841",1,0,https://www.thecrag.com/en/climbing/africa/area/754616319
Saint Helena,-24.22406840000,-9.89268785000,0,{},{},"-7.2719892,-15.3419066,-41.1761476,-4.4434691",1,0,https://www.thecrag.com/en/climbing/africa/area/754617969
Equatorial Guinea,1.76881897907,9.82823941116,0,{},{},"3.8593427,5.4390546,-1.6361704,11.353304",1,0,https://www.thecrag.com/en/climbing/africa/area/754620318
São Tomé and Príncipe,0.81134064654,6.93603245508,2,"{""5.13c"": 1, ""5.14a"": 1}","{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","1.9444334,6.1021825,-0.2854166,7.7556249",1,0,https://www.thecrag.com/en/climbing/africa/area/754622064
Error 404 (Not Found)!!1,,,0,{},{},,1,0,https://www.thecrag.com/en/climbing/south-africa/rocklands/area/16410913
Up the Road,-8.49258484424,125.95954443878,4,{},{},"-8.491123,125.9549346,-8.4938709,125.9644591",1,0,https://www.thecrag.com/en/climbing/east-timor/area/2648683815
Queen Maud Land,-73.49768158633,91.71603927117,4,"{""5.10b"": 1, ""5.10d"": 1, ""5.11b"": 1, ""5.11d"": 1, ""5.12b"": 1, ""5.12d"": 1}","{""Trad"": {""count"": 1, ""pct"": ""50.0%""}, ""Alpine"": {""count"": 1, ""pct"": ""50.0%""}}","-60.7346649,-13.1369018,-84.8415763,179.1677857",1,0,https://www.thecrag.com/en/climbing/antarctica/area/3286320924
Bowles Ridge,-62.53135513523,-60.20038193089,2,"{""5.3"": 1}",{},,1,0,https://www.thecrag.com/en/climbing/antarctica/livingston-island/area/14263183
Blue maoutain,72.08140705,-26.4468395,0,{},{},,1,0,https://www.thecrag.com/en/climbing/arctic-region/area/11371713075
白河 Baihe,40.55905455,116.7497048,1643,"{""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1}","{""Trad"": {""count"": 16, ""pct"": ""22.2%""}, ""Bouldering"": {""count"": 14, ""pct"": ""19.4%""}, ""Sport"": {""count"": 31, ""pct"": ""43.1%""}, ""Aid"": {""count"": 3, ""pct"": ""4.2%""}, ""Ice"": {""count"": 8, ""pct"": ""11.1%""}}","40.6624762,116.6742116,40.4556329,116.825198",1,0,https://www.thecrag.com/en/climbing/china/beijing/area/12486523
Hữu Lũng,21.6021865,106.36061405,263,{},"{""Sport"": {""count"": 21, ""pct"": ""100.0%""}}","21.6377584,106.3095464,21.5666146,106.4116817",1,0,https://www.thecrag.com/en/climbing/vietnam/area/2279523057
Macao,22.15707136762,113.56576829034,0,{},{},"22.2165661,113.5269265,22.0997499,113.6100106",1,0,https://www.thecrag.com/en/climbing/asia/area/3827964837
신선터,37.6935129,127.00865945,7,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1}",{},"37.6964278,127.0000319,37.690598,127.017287",1,0,https://www.thecrag.com/en/climbing/south-korea/dobongsan/area/9677071113
Wallis and Futuna Islands,-13.77793820000,-177.11059570000,0,{},{},"-12.9510292,-178.4179687,-14.6048472,-175.8032227",1,0,https://www.thecrag.com/en/climbing/polynesia/area/753858789
Error 404 (Not Found)!!1,,,0,{},{},,1,0,https://www.thecrag.com/en/climbing/arctic-region/area/11739583
Greenland,71.47804175,-42.38525605,75,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}","{""Alpine"": {""count"": 2, ""pct"": ""18.2%""}, ""Trad"": {""count"": 6, ""pct"": ""54.5%""}, ""Bouldering"": {""count"": 1, ""pct"": ""9.1%""}, ""Ice"": {""count"": 1, ""pct"": ""9.1%""}, ""Aid"": {""count"": 1, ""pct"": ""9.1%""}}","83.8252204,-75.2178977,59.1308631,-9.5526144",1,0,https://www.thecrag.com/en/climbing/arctic-region/area/11739607
Reunion Rock,64.18168236614,-51.63361221458,14,{},{},"64.1817207,-51.6337148,64.1816443,-51.6335109",1,0,https://www.thecrag.com/en/climbing/arctic-region/area/7799097174
Nuuk,64.2497983,-51.2849294,22,{},"{""Trad"": {""count"": 3, ""pct"": ""75.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""25.0%""}}","64.3259988,-51.6934698,64.1735978,-50.876389",1,0,https://www.thecrag.com/en/climbing/arctic-region/area/3733448739
Block NN2,64.17533590000,-51.64763585000,1,{},{},"64.1753546,-51.6476801,64.1753172,-51.6475916",1,0,https://www.thecrag.com/en/climbing/arctic-region/area/7799122983
Vertigología,8.64151710426,-79.94502338282,2,"{""5.8"": 1}",{},"8.6416158,-79.9453187,8.6413732,-79.9447744",1,0,https://www.thecrag.com/en/climbing/panama/area/6065169222
Lago Amatitlán,14.49289763478,-90.60658582321,127,"{""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}","{""Sport"": {""count"": 7, ""pct"": ""100.0%""}}","14.4936658,-90.6095671,14.4921422,-90.6035493",1,0,https://www.thecrag.com/en/climbing/guatemala/area/765808458
Mogote del Valle,22.62501720412,-83.72258418447,207,{},"{""Sport"": {""count"": 13, ""pct"": ""86.7%""}, ""Trad"": {""count"": 2, ""pct"": ""13.3%""}}","22.6322095,-83.7320983,22.6151099,-83.7115912",1,0,https://www.thecrag.com/en/climbing/cuba/area/12546421
Bayamon II,18.40662661192,-66.14281942560,119,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1}","{""Sport"": {""count"": 11, ""pct"": ""100.0%""}}","18.4090662,-66.1464054,18.4040577,-66.1393566",1,0,https://www.thecrag.com/en/climbing/central-america/area/11885449
Caribbean,18.73649895,-72.5909426,1213,"{""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1}","{""Bouldering"": {""count"": 4, ""pct"": ""33.3%""}, ""Sport"": {""count"": 8, ""pct"": ""66.7%""}}","27.5993352,-85.9320746,9.8736627,-59.2498106",1,0,https://www.thecrag.com/en/climbing/central-america/area/11738491
Jibacoa,23.14821905222,-81.85828907867,31,{},"{""Sport"": {""count"": 4, ""pct"": ""100.0%""}}","23.1531732,-81.8670977,23.144163,-81.8490304",1,0,https://www.thecrag.com/en/climbing/cuba/area/5928227514
Chirripo,9.47214421878,-83.48356849766,2,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1}",{},"9.5414283,-83.529415,9.4052948,-83.4418677",1,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884903
Soqotra,15.44458195899,47.70597755326,5,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1}",{},,1,0,https://www.thecrag.com/en/climbing/yemen/area/615809826
El Priorat,41.21900271459,0.80920804620,4385,{},"{""Sport"": {""count"": 4, ""pct"": ""100.0%""}}","41.3608848,0.6569941,41.0652579,0.9726054",1,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13554884511
Andorra,42.5443531,1.6005707,610,{},"{""Sport"": {""count"": 32, ""pct"": ""82.1%""}, ""Trad"": {""count"": 3, ""pct"": ""7.7%""}, ""Alpine"": {""count"": 4, ""pct"": ""10.3%""}}","42.6574191,1.4151764,42.4312871,1.785965",1,0,https://www.thecrag.com/en/climbing/europe/area/1846824456
Faroe Islands,61.97799111912,-6.84569302401,26,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","62.5009269,-7.816754,61.2583698,-6.0919004",1,0,https://www.thecrag.com/en/climbing/europe/area/5339091297
Jersey,49.11419406336,-2.18605589874,427,{},"{""Trad"": {""count"": 4, ""pct"": ""66.7%""}, ""Bouldering"": {""count"": 2, ""pct"": ""33.3%""}}","49.4233541,-2.5328896,48.8627799,-1.8572305",1,0,https://www.thecrag.com/en/climbing/europe/area/5365542768
Kosovo,42.56452749836,20.91686453271,18,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","43.2587071,20.1434512,41.8799573,21.8004318",1,0,https://www.thecrag.com/en/climbing/europe/area/11747923
Keratsini,37.978504,23.61931375,61,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","37.9796371,23.6172176,37.9773709,23.6214099",1,0,https://www.thecrag.com/en/climbing/greece/area/4014339903
Esquerra,41.79059179423,2.07513279415,59,{},{},"41.7917575,2.0733795,41.7895149,2.0767202",1,0,https://www.thecrag.com/en/climbing/spain/moia/area/13210590924
Çitdibi,36.78647558761,30.41666877839,106,{},"{""Sport"": {""count"": 8, ""pct"": ""100.0%""}}","36.787918,30.4163676,36.7846799,30.4170002",1,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/637181940
Cyprus,35.1976539,33.4424014,639,{},"{""Sport"": {""count"": 14, ""pct"": ""70.0%""}, ""Bouldering"": {""count"": 3, ""pct"": ""15.0%""}, ""Trad"": {""count"": 3, ""pct"": ""15.0%""}}","35.8574844,32.0965762,34.5378234,34.7882266",1,0,https://www.thecrag.com/en/climbing/middle-east/area/129851568
Baraghan (Zone A),35.99329067408,50.95793285498,20,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1}",{},"35.9940657,50.9571714,35.9926161,50.9586627",1,0,https://www.thecrag.com/en/climbing/iran/baraghan/area/846069537
Kermanshah,34.43271473053,47.32410054376,72,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1}","{""Sport"": {""count"": 3, ""pct"": ""75.0%""}, ""Alpine"": {""count"": 1, ""pct"": ""25.0%""}}","34.5788161,47.1186851,34.3631401,47.445803",1,0,https://www.thecrag.com/en/climbing/iran/area/550510527
La Proa des Roraima Tepui,5.23862673946,-60.72966672714,4,"{""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}",{},"5.2556221,-60.7372286,5.2244676,-60.7203143",1,0,https://www.thecrag.com/en/climbing/venezuela/area/2961275691
Bermuda,32.31246531398,-64.77595690444,37,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1}",{},"32.4008515,-64.9074328,32.2343105,-64.6314013",1,0,https://www.thecrag.com/en/climbing/north-america/area/6149103339
Yellow Wall,41.21711341203,-81.69913450070,4,{},{},"41.2172907,-81.699401,41.2169315,-81.6988806",1,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/4031476539
The Island,41.21947460000,-81.70137975000,17,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}",{},"41.2196141,-81.7015703,41.2193351,-81.7011892",1,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135
Hidden Village Buttress,55.05511163929,-5.98618238212,1,{},{},"55.05525101,-5.98638335,55.0549739,-5.98595846",1,0,https://www.thecrag.com/en/climbing/united-kingdom/northern-ireland/area/7834237971
Solaris Eclipsed,-28.20527840000,152.67139240000,2,{},{},"-28.2052193,152.6713307,-28.2053375,152.6714541",1,0,https://www.thecrag.com/en/climbing/australia/queensland/area/12097185120
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",1,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171
Error 404 (Not Found)!!1,,,0,{},{},,1,0,https://www.thecrag.com/en/climbing/north-america/area/6164789847
Piedra Parada,-42.64366568595,-70.09755045978,338,{},"{""Trad"": {""count"": 3, ""pct"": ""7.9%""}, ""Sport"": {""count"": 34, ""pct"": ""89.5%""}, ""Aid"": {""count"": 1, ""pct"": ""2.6%""}}","-42.6250073,-70.1114371,-42.6638983,-70.0803663",1,0,https://www.thecrag.com/en/climbing/argentina/area/804641547
Serra do Cipó,-19.3032208,-43.6146685,763,{},"{""Sport"": {""count"": 3, ""pct"": ""75.0%""}, ""Trad"": {""count"": 1, ""pct"": ""25.0%""}}","-19.291918,-43.6202797,-19.3145236,-43.6090573",1,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/500912274
Rio de Janeiro,-22.93667376573,-43.41518278060,2710,{},"{""Sport"": {""count"": 32, ""pct"": ""52.5%""}, ""Trad"": {""count"": 24, ""pct"": ""39.3%""}, ""Bouldering"": {""count"": 3, ""pct"": ""4.9%""}, ""Aid"": {""count"": 2, ""pct"": ""3.3%""}}","-14.17922414,-53.80225744,-23.0968475,-43.119791",1,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/832702017
Las Chilcas,-32.85409445254,-70.87555666928,220,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1}","{""Sport"": {""count"": 22, ""pct"": ""100.0%""}}","-32.8503151,-70.8843693,-32.8579355,-70.8700646",1,0,https://www.thecrag.com/en/climbing/chile/area/1000683438
Pico Cão Grande,0.20638694681,6.61094887649,2,"{""5.13c"": 1, ""5.14a"": 1}",{},"0.4545523,6.3502675,-0.0769065,6.8597584",1,0,https://www.thecrag.com/en/climbing/africa/area/3227537064
Beraka Allah Fika,36.37025848135,10.09065283930,4,{},{},"36.3717262,10.0889445,36.3688121,10.0924636",2,0,https://www.thecrag.com/en/climbing/tunisia/area/1802344665
Albion,-20.19125546824,57.41125738977,0,{},{},"-20.1911292,57.4111522,-20.1913733,57.4113534",2,0,https://www.thecrag.com/en/climbing/africa/area/8181488253
Port Louis,-20.16146149110,57.50725632114,0,{},{},"-20.1091317,57.4351124,-20.212908,57.5539021",2,0,https://www.thecrag.com/en/climbing/africa/area/761291289
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/4210025559
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/malawi/area/11602550640
Les Avirons,-21.24781181711,55.32245044079,0,{},{},"-21.2468328,55.3212635,-21.2487727,55.3237311",2,0,https://www.thecrag.com/en/climbing/africa/area/2185187898
3 bassins,-21.1027469,55.27721075,18,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}","{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","-21.1021063,55.2760628,-21.1033875,55.2783587",2,0,https://www.thecrag.com/en/climbing/africa/area/1451506017
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451506077
Bassin Malheur,-21.14983535,55.5307869,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451506137
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451506197
Cap de la Houssaye,-21.01813805149,55.23693061489,2,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1}",{},"-21.0174164,55.2356661,-21.0189588,55.2384556",2,0,https://www.thecrag.com/en/climbing/africa/area/1451506257
Cascade de Niagara,-20.92008567146,55.60344982226,0,{},{},"-20.9193206,55.6030215,-20.9210167,55.6039522",2,0,https://www.thecrag.com/en/climbing/africa/area/1451506317
Cilaos,-21.12850133785,55.45212978956,45,"{""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}","{""Sport"": {""count"": 4, ""pct"": ""80.0%""}, ""Trad"": {""count"": 1, ""pct"": ""20.0%""}}","-21.1221894,55.4420393,-21.1349644,55.4637974",2,0,https://www.thecrag.com/en/climbing/africa/area/1451506377
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451510226
Falaise des Lianes,-21.01813208346,55.27328751962,0,{},{},"-21.0170128,55.2723735,-21.0194565,55.273736",2,0,https://www.thecrag.com/en/climbing/africa/area/1637422146
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451510286
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451510346
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451510406
La Fontaine,-21.15779976667,55.28859600570,4,"{""5.14b"": 1, ""5.14d"": 1}",{},"-21.1566258,55.2864484,-21.158787,55.2907614",2,0,https://www.thecrag.com/en/climbing/africa/area/1451510466
La Montagne,-21.14983535,55.5307869,0,{},{},,2,0,https://www.thecrag.com/en/climbing/africa/area/1451510526
Ravine des Colimaçons,-21.15283172186,55.28294413082,26,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1}","{""Bouldering"": {""count"": 1, ""pct"": ""50.0%""}, ""Sport"": {""count"": 1, ""pct"": ""50.0%""}}","-21.151354,55.2806132,-21.1542757,55.2851944",2,0,https://www.thecrag.com/en/climbing/africa/area/1451510646
Maison Rouge,-21.27371675468,55.41057535179,44,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1}",{},"-21.2727196,55.410227,-21.2748991,55.4108814",2,0,https://www.thecrag.com/en/climbing/africa/area/9550964490
