area_name,latitude,longitude,total_routes,grade_distribution,type_distribution,bbox,depth,is_leaf,url
Qom,32.16922275,53.65364985,0,{},{},,2,0,https://www.thecrag.com/en/climbing/iran/area/5956838028
Sistan o Baluchestan,32.16922275,53.65364985,0,{},{},,2,0,https://www.thecrag.com/en/climbing/iran/area/5956845648
Yazd,31.7101505,54.16201945,41,"{""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}","{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","31.7130699,54.1604048,31.7072311,54.1636341",2,0,https://www.thecrag.com/en/climbing/iran/area/5956845402
Zanjan,32.16922275,53.65364985,0,{},{},,2,0,https://www.thecrag.com/en/climbing/iran/area/5956837680
Pacaraima Mountains,5.19479065,-60.7585146,4,"{""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}","{""Aid"": {""count"": 1, ""pct"": ""33.3%""}, ""Trad"": {""count"": 1, ""pct"": ""33.3%""}, ""Sport"": {""count"": 1, ""pct"": ""33.3%""}}","5.258058,-60.8029749,5.1315233,-60.7140543",2,0,https://www.thecrag.com/en/climbing/venezuela/area/2961246780
Salto del Agua Caliente,23.30464867020,-102.65388314280,3,"{""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1}",{},,2,0,https://www.thecrag.com/en/climbing/mexico/area/11615443290
Main Wall,41.21954076310,-81.70110194884,37,"{""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1}",{},"41.2200124,-81.7015247,41.2190617,-81.7006822",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703111
Beer Can Alley,41.21884300533,-81.70061955079,8,{},{},"41.2190741,-81.7009637,41.2186101,-81.700277",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/4031446491
Christ Died,41.21769530121,-81.69994518145,17,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}",{},"41.2179031,-81.7005288,41.2174149,-81.699472",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/4031449863
Yellow Wall,41.21711341203,-81.69913450070,4,{},{},"41.2172907,-81.699401,41.2169315,-81.6988806",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/4031476539#t11876932233
Yellow Wall,41.21711341203,-81.69913450070,4,{},{},"41.2172907,-81.699401,41.2169315,-81.6988806",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/4031476539#t11876930787
The Island,41.21947460000,-81.70137975000,17,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}",{},"41.2196141,-81.7015703,41.2193351,-81.7011892",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135#t11636643138
The Island,41.21947460000,-81.70137975000,17,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}",{},"41.2196141,-81.7015703,41.2193351,-81.7011892",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135#t11877068796
The Island,41.21947460000,-81.70137975000,17,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}",{},"41.2196141,-81.7015703,41.2193351,-81.7011892",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135#t11636658306
The Island,41.21947460000,-81.70137975000,17,"{""5.3"": 1, ""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}",{},"41.2196141,-81.7015703,41.2193351,-81.7011892",2,0,https://www.thecrag.com/en/climbing/united-states/whipps-ledges/area/12703135#t11877073452
Garron Point,55.05323102,-5.98118322,31,{},"{""Trad"": {""count"": 2, ""pct"": ""33.3%""}, ""Sport"": {""count"": 3, ""pct"": ""50.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""16.7%""}}","55.05734483,-5.9928668,55.04885693,-5.96668224",2,0,https://www.thecrag.com/en/climbing/united-kingdom/northern-ireland/area/7816967859
South East,-14.55249389,150.8686218,9117,{},"{""Bouldering"": {""count"": 6, ""pct"": ""54.5%""}, ""Sport"": {""count"": 3, ""pct"": ""27.3%""}, ""Trad"": {""count"": 2, ""pct"": ""18.2%""}}","-0.00018778,148.0869166,-29.1048,153.650327",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/400951797
Scenic Rim,-28.0609567,152.6202545,1660,{},"{""Trad"": {""count"": 8, ""pct"": ""53.3%""}, ""Sport"": {""count"": 5, ""pct"": ""33.3%""}, ""Alpine"": {""count"": 1, ""pct"": ""6.7%""}, ""Bouldering"": {""count"": 1, ""pct"": ""6.7%""}}","-27.7513295,152.3696289,-28.3705839,152.8708801",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/977752656
Mt May,-28.2141567,152.6751314,66,{},"{""Bouldering"": {""count"": 4, ""pct"": ""40.0%""}, ""Trad"": {""count"": 4, ""pct"": ""40.0%""}, ""Sport"": {""count"": 2, ""pct"": ""20.0%""}}","-28.2047225,152.6657544,-28.2235909,152.6845084",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/445696290
Super Insanity Wall,-28.20514033216,152.66973976875,12,{},{},"-28.2049508,152.6693774,-28.2053092,152.6701315",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/768425208
Slopey Wall,-28.2141567,152.6751314,17,{},{},,2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/3331319622
Far Away Wall,-28.20612659440,152.67964690111,4,{},"{""Trad"": {""count"": 1, ""pct"": ""100.0%""}}","-28.2056577,152.6790061,-28.2066427,152.6805199",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/13105869456
Medusa wall,-28.20490316227,152.66963639155,3,{},{},"-28.2047225,152.6693774,-28.2050841,152.6698582",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/7205080497
Phoenix wall,-28.20600364479,152.66924926862,13,{},{},"-28.2059032,152.6689637,-28.2061089,152.6695645",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/3551033226
Waterfall area,-28.20668242819,152.66935370302,7,{},{},"-28.2065335,152.6692274,-28.2068314,152.669473",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/3555714144
Solaris Eclipsed,-28.20527840000,152.67139240000,2,{},{},"-28.2052193,152.6713307,-28.2053375,152.6714541",2,0,https://www.thecrag.com/en/climbing/australia/queensland/area/12097185120#t12097441158
I Forget Walls,-36.94320832210,142.38748934557,100,{},"{""Sport"": {""count"": 3, ""pct"": ""75.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""25.0%""}}","-36.9413691,142.3865783,-36.9451877,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/804184206
Main Cliff - South,-36.94415160935,142.38781600685,43,{},{},"-36.9430355,142.3873037,-36.9451877,142.3882341",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374296521
Brownie Points Wall,-36.94302336995,142.38669586787,6,{},{},"-36.9427028,142.3865783,-36.943344,142.3867956",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374435766
Forgotten Boulders,-36.94415,142.38782,5,{},{},"-36.944149,142.387819,-36.944151,142.387821",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/12392983104
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377504931
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t11273398221
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t11273647869
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t12770977725
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377640990
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377635782
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377712132
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377737746
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377557218
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377650623
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377516118
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377573157
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9375906732
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t12397048008
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t9377675766
Main Cliff - North,-36.94229058768,142.38807195728,46,{},{},"-36.9414586,142.387707,-36.9432453,142.3884151",2,0,https://www.thecrag.com/en/climbing/australia/grampians/mt-stapylton-campground/area/9374613171#t10683556683
Chubut,-43.77782179271,-68.28681799157,468,{},"{""Sport"": {""count"": 5, ""pct"": ""100.0%""}}","-41.9859243,-72.1543409,-45.9987654,-63.3644965",2,0,https://www.thecrag.com/en/climbing/argentina/area/226616715
Ongi Etorri,-42.65135140855,-70.10281841653,9,{},{},"-42.650769,-70.1032402,-42.6519329,-70.1024248",2,0,https://www.thecrag.com/en/climbing/argentina/area/804643557
El Laberinto,-42.64873768815,-70.10530341782,4,{},{},"-42.6484316,-70.1059584,-42.6489801,-70.1047728",2,0,https://www.thecrag.com/en/climbing/argentina/area/2097249483
El Alero,-42.64665167793,-70.10425079247,22,{},{},"-42.6459592,-70.1045491,-42.6472692,-70.1038303",2,0,https://www.thecrag.com/en/climbing/argentina/area/804643617
Promiscuidad,-42.64855798241,-70.10297608763,9,{},{},"-42.648258,-70.1031555,-42.6488538,-70.1028014",2,0,https://www.thecrag.com/en/climbing/argentina/area/2097249603
Ojos De Buda,-42.64367879231,-70.10275258187,13,{},{},"-42.643281,-70.1030297,-42.6440808,-70.1024308",2,0,https://www.thecrag.com/en/climbing/argentina/area/804643797
Mordor,-42.64312715000,-70.09949195000,9,{},{},"-42.6429101,-70.0996743,-42.6433442,-70.0993096",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214937207
Ortigas,-42.64140005000,-70.10011960000,28,{},{},"-42.6412718,-70.1008384,-42.6415283,-70.0994008",2,0,https://www.thecrag.com/en/climbing/argentina/area/804644037
El Circo,-42.64270145103,-70.09740633761,39,{},{},"-42.6425243,-70.0985142,-42.6430373,-70.0963684",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214938386
Anfiteatro,-42.64119754967,-70.09486090925,27,{},{},"-42.6409177,-70.0960534,-42.6414701,-70.0936823",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214938506
El Parlamento,-42.63798804085,-70.09638144038,17,{},{},"-42.6375938,-70.0968353,-42.638402,-70.0959458",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214938686
Cañadón de las Sombras,-42.63467051599,-70.08778826585,8,{},{},"-42.6343064,-70.0884237,-42.6350496,-70.0871908",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214938986
La Olita,-42.64366568595,-70.09755045978,5,{},{},,2,0,https://www.thecrag.com/en/climbing/argentina/area/1214939106
La Calavera,-42.63171436010,-70.08784046667,18,{},{},"-42.6313289,-70.0884091,-42.6321183,-70.0873255",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214939226
Cañadón de la Calavera,-42.63242806587,-70.08660246154,27,{},{},"-42.6316052,-70.0877868,-42.6332897,-70.0854855",2,0,https://www.thecrag.com/en/climbing/argentina/area/1214939286
El Gallinero,-42.63040414651,-70.08733142701,1,{},{},"-42.6301909,-70.0876263,-42.6306054,-70.0870042",2,0,https://www.thecrag.com/en/climbing/argentina/area/2097249663
Boca Toma,-43.45066060731,-65.91754832594,13,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","-43.4494871,-65.9198144,-43.4519639,-65.9153082",2,0,https://www.thecrag.com/en/climbing/argentina/area/10710236688
Del Lago,-42.10159101020,-71.60679766867,8,{},{},"-42.1013886,-71.6070579,-42.1018105,-71.6065107",2,0,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Caeté,-19.85578965,-43.67716495,39,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","-19.8135638,-43.7017863,-19.8980155,-43.6525436",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1137041631
Catas Altas,-20.09483375,-43.4314287,77,{},"{""Sport"": {""count"": 2, ""pct"": ""40.0%""}, ""Trad"": {""count"": 3, ""pct"": ""60.0%""}}","-20.0681844,-43.4423366,-20.1214831,-43.4205208",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/3720723735
Fazenda Goiabeiras,-19.42331546319,-44.06462717215,90,{},"{""Sport"": {""count"": 8, ""pct"": ""88.9%""}, ""Trad"": {""count"": 1, ""pct"": ""11.1%""}}","-19.4191266,-44.0722189,-19.4305095,-44.0536902",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/10199767155
Gruta da Lapinha,-19.55969182441,-43.95867958814,81,{},"{""Sport"": {""count"": 7, ""pct"": ""100.0%""}}","-19.5580283,-43.9609772,-19.5614504,-43.9565408",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/501257841
Gruta do Baú,-19.54827701070,-43.98893125576,299,{},"{""Sport"": {""count"": 13, ""pct"": ""81.2%""}, ""Trad"": {""count"": 3, ""pct"": ""18.8%""}}","-19.5474995,-43.9905396,-19.549284,-43.9873263",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1113137538
Igarapé,-20.11989895000,-44.34726560000,112,{},"{""Bouldering"": {""count"": 1, ""pct"": ""50.0%""}, ""Sport"": {""count"": 1, ""pct"": ""50.0%""}}","-20.1117188,-44.3648609,-20.1280791,-44.3296703",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/278670849
Pains,-20.3537246,-45.63860085,63,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","-20.3071491,-45.6898292,-20.4003001,-45.5873725",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/6219688467
Pedreira de Contagem,-19.97154869663,-44.04205409732,93,{},{},"-19.9705087,-44.0433954,-19.9724145,-44.0405684",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Grupo 1,-19.31122545348,-43.61197366752,227,{},"{""Sport"": {""count"": 16, ""pct"": ""100.0%""}}","-19.3103991,-43.6123946,-19.3136131,-43.6101114",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1133192673
Sinuosa,-19.46041490993,-44.27859081493,68,{},"{""Sport"": {""count"": 10, ""pct"": ""83.3%""}, ""Trad"": {""count"": 2, ""pct"": ""16.7%""}}","-19.4597221,-44.2794486,-19.461199,-44.2775603",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1477901658
Bloco do gigante,-19.54481515,-44.0194155,1,{},"{""Bouldering"": {""count"": 1, ""pct"": ""100.0%""}}","-19.5446243,-44.0197323,-19.545006,-44.0190987",2,0,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/11882348331
Armação de Búzios,-22.76936663295,-41.90902807055,14,{},"{""Trad"": {""count"": 2, ""pct"": ""66.7%""}, ""Sport"": {""count"": 1, ""pct"": ""33.3%""}}","-22.7166589,-42.0098759,-22.8286124,-41.7699898",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/11132260836
Cabo Frio,-22.73688460059,-42.04060678363,21,{},"{""Trad"": {""count"": 3, ""pct"": ""75.0%""}, ""Sport"": {""count"": 1, ""pct"": ""25.0%""}}","-22.5401889,-42.1822668,-22.9331819,-41.8784691",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/11132645310
Itatiaia,-22.44170420050,-44.58786678870,287,{},"{""Trad"": {""count"": 14, ""pct"": ""56.0%""}, ""Sport"": {""count"": 10, ""pct"": ""40.0%""}, ""Aid"": {""count"": 1, ""pct"": ""4.0%""}}","-22.3203587,-44.7497555,-22.5661328,-44.4791002",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/5493997539
Petrópolis,-22.39790229721,-43.15684194026,618,{},"{""Sport"": {""count"": 27, ""pct"": ""43.5%""}, ""Trad"": {""count"": 32, ""pct"": ""51.6%""}, ""Aid"": {""count"": 2, ""pct"": ""3.2%""}, ""Bouldering"": {""count"": 1, ""pct"": ""1.6%""}}","-22.2772046,-43.276944,-22.5663574,-43.0246876",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/4530237060
Evolução Escalada Indoor,-22.95778137737,-43.18206705721,0,{},{},"-22.9576424,-43.1822312,-22.9579302,-43.1818919",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/5143619349
Roncador - Boulder,-23.03803041753,-43.49830112853,82,{},"{""Bouldering"": {""count"": 8, ""pct"": ""100.0%""}}","-23.0354553,-43.5012844,-23.041299,-43.4946059",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/12881079093
Morro da Boa Vista,-23.04457930530,-43.50975212934,7,{},{},"-23.043565,-43.5122175,-23.0457962,-43.5073895",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/7561507713
Morro da Panela,-22.96993738622,-43.34351227860,12,{},{},"-22.9674937,-43.3471651,-22.9720969,-43.3395047",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/9846687432
Morro Nova Cintra,-22.92591778066,-43.18499455827,7,{},{},"-22.9254035,-43.1880221,-22.9264707,-43.1815419",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/7393082253
Parque Estadual do Grajaú,-22.92520782265,-43.26841815575,639,{},"{""Bouldering"": {""count"": 7, ""pct"": ""100.0%""}}","-22.9227334,-43.2736987,-22.9268398,-43.2666721",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/5143511181
Pedra do Pontal de Sernambetiba,-23.03611564444,-43.46990448444,10,{},"{""Sport"": {""count"": 2, ""pct"": ""66.7%""}, ""Trad"": {""count"": 1, ""pct"": ""33.3%""}}","-23.0355112,-43.4724994,-23.0382296,-43.468137",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/9893091654
Platô da Lagoa,-22.97104669610,-43.20533574027,34,{},{},"-22.97006,-43.2067224,-22.9721937,-43.2037398",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/832728924
Prainha - Blocos,-23.04120125931,-43.50615011082,3,{},{},"-23.0410187,-43.5063086,-23.0413742,-43.5060028",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/9906459384
Serra dos Pretos Forros,-22.9130177,-43.3104172,4,{},{},"-22.911998,-43.316649,-22.9140374,-43.3041854",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/9906927933
São Sebastião do Alto,-21.88337248682,-42.10230718277,3,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","-21.7284296,-42.2441035,-22.0247268,-41.929888",2,0,https://www.thecrag.com/en/climbing/brazil/rio-de-janeiro/area/9961112952
Región de Valparaíso,-32.88274425,-70.8601391,725,"{""5.0"": 1, ""5.2"": 1, ""5.4"": 1, ""5.6"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1, ""5.15a"": 1, ""5.15c"": 1}","{""Sport"": {""count"": 10, ""pct"": ""55.6%""}, ""Bouldering"": {""count"": 4, ""pct"": ""22.2%""}, ""Trad"": {""count"": 4, ""pct"": ""22.2%""}}","-32.1305193,-71.709902,-33.6349692,-70.0103762",2,0,https://www.thecrag.com/en/climbing/chile/area/957585267
Cubo Cara Este (East Face),-32.85222245000,-70.87452110000,5,"{""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1}",{},"-32.8520906,-70.8746056,-32.8523543,-70.8744366",2,0,https://www.thecrag.com/en/climbing/chile/area/1001127882
Cubo Cara Norte (North Face),-32.85201940320,-70.87457467143,24,"{""5.10d"": 1, ""5.11b"": 1, ""5.11d"": 1, ""5.12b"": 1, ""5.12d"": 1, ""5.13b"": 1, ""5.13d"": 1, ""5.14b"": 1}",{},"-32.8519374,-70.8746847,-32.8520906,-70.8744366",2,0,https://www.thecrag.com/en/climbing/chile/area/1001127948
Zona del Espino,-32.85201679552,-70.87537274968,11,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}",{},"-32.8519008,-70.8754263,-32.8521081,-70.875311",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128080
Zona Diabólica,-32.85175805092,-70.87590683999,8,"{""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}",{},"-32.8516586,-70.8760338,-32.8518591,-70.875771",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128278
Zona de Plan Z,-32.85166346667,-70.87578913985,7,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1}",{},"-32.8516259,-70.8758702,-32.8517093,-70.8757227",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128344
Minicubo,-32.85182903333,-70.87508243333,2,"{""5.12b"": 1, ""5.12d"": 1, ""5.13b"": 1, ""5.13d"": 1}",{},"-32.8517952,-70.8751649,-32.8518731,-70.8750215",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128410
Tecnobloque,-32.85394838687,-70.87117872148,15,"{""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1, ""5.14c"": 1}",{},"-32.8537963,-70.8713333,-32.8540633,-70.8710114",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128674
La Muela,-32.85424018647,-70.87113730706,24,"{""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1, ""5.14a"": 1}",{},"-32.854096,-70.8712769,-32.8544053,-70.8709819",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128740
Zona Escondida,-32.85442208857,-70.87061788854,7,"{""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1}",{},"-32.8543399,-70.8707327,-32.8545292,-70.8704779",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128806
Zona Bohemia,-32.85506284932,-70.87206437277,8,"{""5.10d"": 1, ""5.11b"": 1, ""5.11d"": 1}",{},"-32.8549207,-70.872239,-32.8551985,-70.8718906",2,0,https://www.thecrag.com/en/climbing/chile/area/2638161849
Sector San Pateste,-32.85535173440,-70.87225665011,4,"{""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1}",{},"-32.8551396,-70.8724249,-32.8555911,-70.8720836",2,0,https://www.thecrag.com/en/climbing/chile/area/1886892090
Zona Escuela,-32.85548159690,-70.87231746133,7,"{""5.8"": 1, ""5.9"": 1}",{},"-32.855347,-70.872475,-32.8556325,-70.8721683",2,0,https://www.thecrag.com/en/climbing/chile/area/1843830135
Desplomilandia,-32.85602156620,-70.87247518271,23,"{""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}",{},"-32.8557316,-70.8725801,-32.8563136,-70.8723387",2,0,https://www.thecrag.com/en/climbing/chile/area/1001128872
El Mandinga,-32.85259784994,-70.87714890821,4,"{""5.10a"": 1, ""5.10c"": 1}",{},"-32.8525163,-70.877291,-32.8526831,-70.8769962",2,0,https://www.thecrag.com/en/climbing/chile/area/13661409018
Señuelo,-32.85350176036,-70.87739773333,3,"{""5.10a"": 1}",{},"-32.8531457,-70.877666,-32.8538758,-70.8771295",2,0,https://www.thecrag.com/en/climbing/chile/area/1343942898
La Piedra del Cóndor,-32.85507472666,-70.88077329184,7,"{""5.10d"": 1, ""5.11b"": 1, ""5.11d"": 1, ""5.12b"": 1, ""5.12d"": 1}",{},"-32.8549954,-70.881012,-32.8552297,-70.8804166",2,0,https://www.thecrag.com/en/climbing/chile/area/1343942958
La Visera,-32.85556585000,-70.88089935000,9,"{""5.11d"": 1, ""5.12b"": 1, ""5.12d"": 1, ""5.13b"": 1, ""5.13d"": 1}",{},"-32.8553608,-70.8809852,-32.8557709,-70.8808135",2,0,https://www.thecrag.com/en/climbing/chile/area/6042249315
